0;648
0;648
1;648
1;648
2;648
2;648
2;648
3;648
3;648
5;648
12;648
20;648
28;648
37;648
46;648
54;648
62;648
70;648
78;648
87;648
95;648
104;648
113;648
122;648
132;648
141;648
150;648
159;648
168;648
179;648
188;648
197;648
206;648
216;648
225;648
234;648
244;648
253;648
263;648
272;648
281;648
290;648
300;648
310;648
319;648
328;648
337;648
347;648
356;648
365;648
375;648
385;648
394;648
403;648
412;648
421;648
431;648
441;648
450;648
459;648
468;648
478;648
487;648
496;648
506;648
516;648
525;648
534;648
543;648
552;648
562;648
572;648
581;648
590;648
600;648
609;648
618;648
627;648
637;648
647;648
656;648
665;648
674;648
684;648
693;648
703;648
712;648
721;648
731;648
740;648
749;648
758;648
768;648
778;648
787;648
796;648
805;648
815;648
824;648
833;648
843;648
852;648
862;648
871;648
880;648
889;648
899;648
909;648
918;648
927;648
936;648
946;648
955;648
964;648
974;648
984;648
993;648
1002;648
1012;648
1022;648
1033;648
1044;648
1054;648
1064;648
1075;648
1085;648
1095;648
1106;648
1117;648
1127;648
1137;648
1147;648
1158;648
1169;648
1179;648
1189;648
1200;648
1210;648
1220;648
1230;648
1242;648
1252;648
1262;648
1272;648
1283;648
1293;648
1304;648
1314;648
1325;648
1335;648
1345;648
1355;648
1366;648
1377;648
1387;648
1397;648
1408;648
1418;648
1428;648
1439;648
1449;648
1460;648
1470;648
1480;648
1490;648
1502;648
1512;648
1522;648
1532;648
1543;648
1553;648
1563;648
1574;648
1585;648
1595;648
1605;648
1615;648
1626;648
1637;648
1647;648
1657;648
1668;648
1678;648
1688;648
1698;648
1710;648
1720;648
1730;648
1740;648
1751;648
1761;648
1772;648
1782;648
1793;648
1803;648
1813;648
1823;648
1835;648
1845;648
1855;648
1865;648
1875;648
1886;648
1896;648
1907;648
1917;648
1928;648
1938;648
1948;648
1958;648
1970;648
1980;648
1990;648
2000;648
2011;648
2021;648
2031;648
2042;648
2053;648
2063;648
2073;648
2083;648
2094;648
2105;648
2115;648
2125;648
2136;648
2146;648
2156;648
2167;648
2178;648
2188;648
2198;648
2208;648
2219;648
2229;648
2240;648
2250;648
2260;648
2271;648
2281;648
2291;648
2302;648
2313;648
2323;648
2333;648
2343;648
2354;648
2364;648
2375;648
2385;648
2396;648
2406;648
2416;648
2426;648
2438;648
2448;648
2458;648
2468;648
2479;648
2489;648
2500;648
2510;648
2521;648
2531;648
2541;648
2551;648
2562;648
2573;648
2583;648
2593;648
2604;648
2614;648
2624;648
2635;648
2646;648
2656;648
2666;648
2676;648
2686;648
2697;648
2708;648
2718;648
2728;648
2739;648
2749;648
2759;648
2770;648
2781;648
2791;648
2801;648
2811;648
2822;648
2833;648
2843;648
2853;648
2864;648
2874;648
2884;648
2894;648
2906;648
2916;648
2926;648
2936;648
2947;648
2957;648
2968;648
2978;648
2989;649
2999;646
3009;644
3019;649
3030;649
3041;650
3051;648
3061;650
3072;646
3082;648
3092;649
3103;648
3113;648
3124;647
3134;647
3144;648
3154;649
3166;648
3176;647
3186;648
3196;649
3207;647
3217;648
3227;648
3238;648
3249;648
3259;648
3269;648
3279;648
3290;648
3301;648
3311;648
3321;648
3332;648
3342;648
3352;648
3362;648
3374;648
3384;648
3394;648
3404;648
3415;648
3425;648
3436;648
3446;648
3457;648
3467;648
3477;648
3487;648
3499;648
3509;648
3519;648
3529;648
3539;648
3550;648
3560;648
3571;648
3581;648
3592;648
3602;648
3612;648
3622;648
3634;648
3644;648
3654;648
3664;648
3675;648
3685;648
3695;648
3706;648
3717;648
3727;648
3737;648
3747;648
3758;648
3769;648
3779;648
3789;648
3800;648
3810;648
3820;648
3831;648
3842;648
3852;648
3862;648
3872;648
3883;648
3893;648
3904;648
3914;648
3924;648
3935;648
3945;648
3955;648
3966;648
3977;648
3987;648
3997;648
4007;635
4018;641
4028;650
4039;649
4049;650
4060;646
4070;648
4080;650
4090;647
4102;649
4112;649
4122;648
4132;647
4143;647
4153;648
4164;648
4174;647
4185;647
4195;648
4205;649
4215;648
4226;648
4237;648
4247;648
4257;648
4268;648
4278;648
4288;648
4299;648
4310;648
4320;648
4330;648
4340;648
4350;648
4361;648
4372;648
4382;648
4392;648
4403;648
4413;648
4423;648
4434;648
4445;648
4455;648
4465;648
4475;648
4486;648
4497;648
4507;648
4517;648
4528;648
4538;648
4548;648
4558;648
4570;648
4580;648
4590;648
4600;648
4611;648
4621;648
4632;648
4642;648
4653;648
4663;648
4673;648
4683;648
4694;648
4705;648
4715;648
4725;648
4736;648
4746;648
4756;648
4767;648
4777;648
4788;648
4798;648
4808;648
4818;648
4830;648
4840;648
4850;648
4860;648
4871;648
4881;648
4891;648
4902;643
4913;641
4923;652
4933;648
4943;652
4954;644
4965;649
4975;651
4985;646
4996;650
5006;650
5016;648
5026;647
5038;648
5048;649
5058;649
5068;647
5079;648
5089;648
5100;649
5110;649
5121;647
5131;648
5141;648
5151;648
5163;648
5173;648
5183;648
5193;648
5203;648
5214;648
5224;648
5235;648
5245;648
5256;648
5266;648
5276;648
5286;648
5298;648
5308;648
5318;648
5328;648
5339;648
5349;648
5359;648
5370;648
5381;648
5391;648
5401;648
5411;648
5422;648
5433;648
5443;648
5453;648
5464;648
5474;648
5484;648
5495;648
5506;648
5516;648
5526;648
5536;648
5547;648
5557;648
5568;648
5578;648
5588;648
5599;648
5609;648
5619;648
5630;648
5641;648
5651;648
5661;648
5671;648
5682;648
5692;648
5703;648
5713;648
5724;648
5734;648
5744;648
5754;648
5766;648
5776;648
5786;648
5796;648
5807;648
5817;648
5828;648
5838;648
5849;648
5859;646
5869;647
5879;648
5890;648
5901;644
5911;651
5921;650
5932;646
5942;647
5952;647
5963;645
5974;647
5984;647
5994;648
6004;646
6014;648
6025;649
6036;648
6046;648
6056;648
6067;648
6077;649
6087;648
6098;648
6109;648
6119;648
6129;649
6139;648
6150;648
6161;648
6171;648
6181;648
6192;648
6202;648
6212;648
6222;648
6234;648
6244;648
6254;648
6264;648
6275;648
6285;648
6296;648
6306;648
6317;648
6327;648
6337;648
6347;648
6358;648
6369;648
6379;648
6389;648
6400;648
6410;648
6420;648
6431;648
6441;648
6452;648
6462;648
6472;648
6482;648
6494;648
6504;648
6514;648
6524;648
6535;648
6545;648
6555;648
6566;648
6577;648
6587;648
6597;648
6607;648
6618;648
6629;648
6639;648
6649;648
6660;648
6670;648
6680;648
6690;648
6702;648
6712;648
6722;648
6732;648
6743;648
6753;648
6764;648
6774;672
6785;653
6795;649
6805;647
6815;652
6827;647
6837;647
6847;650
6857;647
6867;649
6878;649
6888;648
6899;648
6909;647
6920;649
6930;649
6940;647
6950;647
6962;648
6972;648
6982;648
6992;648
7003;648
7013;648
7023;648
7034;648
7045;648
7055;648
7065;648
7075;648
7086;648
7097;648
7107;648
7117;648
7128;648
7138;648
7148;648
7159;648
7170;648
7180;648
7190;648
7200;648
7211;648
7221;648
7232;648
7242;648
7252;648
7263;648
7273;648
7283;648
7294;648
7305;648
7315;648
7325;648
7335;648
7346;648
7356;648
7367;648
7377;648
7388;648
7398;648
7408;648
7418;648
7430;648
7440;648
7450;648
7460;648
7471;648
7481;648
7492;648
7502;648
7513;648
7523;648
7533;648
7543;648
7554;648
7565;648
7575;648
7585;648
7596;648
7606;648
7616;648
7627;648
7638;648
7648;648
7658;648
7668;648
7678;648
7689;648
7700;648
7710;648
7720;648
7731;648
7741;648
7751;648
7762;648
7773;648
7783;648
7793;648
7803;648
7814;648
7825;648
7835;648
7845;648
7856;648
7866;648
7876;648
7886;648
7898;648
7908;648
7918;648
7928;648
7939;648
7949;648
7960;648
7970;648
7981;648
7991;648
8001;648
8011;648
8022;648
8033;648
8043;648
8053;648
8064;648
8074;648
8084;648
8095;648
8105;648
8116;648
8126;648
8136;648
8146;648
8158;648
8168;648
8178;648
8188;648
8199;648
8209;648
8219;648
8230;648
8241;648
8251;648
8261;648
8271;648
8282;648
8293;648
8303;648
8313;648
8324;648
8334;648
8344;648
8354;648
8366;648
8376;648
8386;648
8396;648
8407;648
8417;648
8428;648
8438;648
8449;648
8459;648
8469;648
8479;648
8491;648
8501;648
8511;648
8521;648
